gloss_en,freq,proper_usage,proper_count,nonproper_count,suggested_ko,notes
Sepharvaim,7,yes,7,0,스발와임,고유명사 음역/관습 표기 확인
scorpion,7,no,0,7,전갈,
rumour,7,no,0,7,소문/풍문,
ruby,7,no,0,7,루비,
round,7,no,0,7,둥근/둘레,
Rehabiah,7,yes,7,0,르하뱌,고유명사 음역/관습 표기 확인
reddish,7,no,0,7,불그스름한,
quarrel,7,no,0,7,다투다/논쟁,
pulverise,7,no,0,7,가루로 만들다/분쇄하다,
prophetess,7,no,0,7,여선지자,
practice sorcery,7,no,0,7,주술을 행하다,
piss,7,no,0,7,오줌 누다,
Pelatiah,7,yes,7,0,블라댜,고유명사 음역/관습 표기 확인
Parosh,7,yes,7,0,바로스,고유명사 음역/관습 표기 확인
parched grain,7,no,0,7,볶은 곡식,
paleness,7,no,0,7,창백함,
Pahath-Moab,7,yes,7,0,바핫모압,고유명사 음역/관습 표기 확인
overhanging,7,no,0,7,튀어나온/돌출된,
origin,7,no,0,7,기원/근원,
omer,7,no,0,7,오멜,
Oholibah,7,yes,7,0,오홀리바,고유명사 음역/관습 표기 확인
nursing woman,7,no,0,7,젖먹이는 여자/유모,
navel,7,no,0,7,배꼽,
Naioth,7,yes,7,0,나욧,고유명사 음역/관습 표기 확인
Naamah,7,yes,7,0,나아마,고유명사 음역/관습 표기 확인
myrtle,7,no,0,7,도금양/월계수,
Micaiah,7,yes,7,0,미가야,고유명사 음역/관습 표기 확인
Methuselah,7,yes,7,0,므두셀라,고유명사 음역/관습 표기 확인
Meremoth,7,yes,7,0,므레못,고유명사 음역/관습 표기 확인
mastic,7,no,0,7,매스틱 수지,
massage,7,no,0,7,마사지하다/주무르다,
mass,7,no,0,7,덩어리/집단,
mark,7,no,0,7,표/표시,
mandrake,7,no,0,7,합환채,
make known,7,no,0,7,알리다/알게 하다,
Machpelah,7,yes,7,0,막벨라,고유명사 음역/관습 표기 확인
loosen,7,no,0,7,풀다/느슨하게 하다,
long for,7,no,0,7,갈망하다/사모하다,
loads,7,no,0,7,짐들/하중,
live,7,no,0,7,살다/살아 있다,
leviathan,7,no,0,7,리워야단/레위야단,
leopard,7,no,0,7,표범,
leanness,7,no,0,7,수척함/마름,
layer,7,no,0,7,층/겹,
Koz,7,yes,7,0,고스,고유명사 음역/관습 표기 확인
Kishon,7,yes,7,0,기손,고유명사 음역/관습 표기 확인
Kir Hareseth,7,yes,7,0,길하레셋,고유명사 음역/관습 표기 확인
Kenan,7,yes,7,0,게난,고유명사 음역/관습 표기 확인
Jozadak,7,yes,7,0,여사닥,고유명사 음역/관습 표기 확인
Joktan,7,yes,7,0,욕단,고유명사 음역/관습 표기 확인
Jeshimon,7,yes,7,0,여시몬,고유명사 음역/관습 표기 확인
jerboa,7,no,0,7,뛰는쥐/저보아,
Jediael,7,yes,7,0,여디엘,고유명사 음역/관습 표기 확인
Japhia,7,yes,7,0,야피아,고유명사 음역/관습 표기 확인
Jamin,7,yes,7,0,야민,고유명사 음역/관습 표기 확인
Jahaziel,7,yes,7,0,야하시엘,고유명사 음역/관습 표기 확인
Jael,7,yes,7,0,야엘,고유명사 음역/관습 표기 확인
Ishijah,7,yes,7,0,이시야,고유명사 음역/관습 표기 확인
Ira,7,yes,7,0,이라,고유명사 음역/관습 표기 확인
imperturbability,7,no,0,7,평정/동요하지 않음,
Hushim,7,yes,7,0,후심,고유명사 음역/관습 표기 확인
Hosah,7,yes,7,0,호사,고유명사 음역/관습 표기 확인
hollow,7,no,0,7,오목한/움푹한,
Hodiah,7,yes,7,0,호댜,고유명사 음역/관습 표기 확인
heron,7,no,0,7,왜가리,
Hebronite,7,no,0,7,헤브론 사람,
heaviness,7,no,0,7,무거움/중압감,
Hazeroth,7,yes,7,0,하세롯,고유명사 음역/관습 표기 확인
grow,7,no,0,7,자라다/성장하다,
Goliath,7,yes,7,0,골리앗,고유명사 음역/관습 표기 확인
gnaw,7,no,0,7,갉아먹다,
gleam,7,no,0,7,번쩍임/어스레한 빛,
Gihon,7,yes,7,0,기혼,고유명사 음역/관습 표기 확인
Gibbethon,7,yes,7,0,깁브돈,고유명사 음역/관습 표기 확인
Geshurite,7,no,0,7,게수르 사람,
Gemariah,7,yes,7,0,그마랴,고유명사 음역/관습 표기 확인
full moon,7,no,0,7,보름달/만월,
from Ashdod,7,no,0,7,아스돗 출신/아스돗에서,
foot-stool,7,no,0,7,발등상,
first-born woman,7,no,0,7,맏딸/첫째 딸,
figure,7,no,0,7,형상/모양,
fig cake,7,no,0,7,무화과 떡,
Eshtemoa,7,yes,7,0,에스드모아,고유명사 음역/관습 표기 확인
Ephrathah,7,yes,7,0,에프라다,고유명사 음역/관습 표기 확인
Ephah,7,yes,7,0,에바,고유명사 음역/관습 표기 확인
enchanter,7,no,0,7,마술사/주술자,
En Gedi,7,yes,7,0,엔게디,고유명사 음역/관습 표기 확인
Elimelech,7,yes,7,0,엘리멜렉,고유명사 음역/관습 표기 확인
Elim,7,yes,7,0,엘림,고유명사 음역/관습 표기 확인
Eliasaph,7,yes,7,0,엘리아삽,고유명사 음역/관습 표기 확인
Elasah,7,yes,7,0,엘라사,고유명사 음역/관습 표기 확인
egg,7,no,0,7,알/계란,
Eder,7,yes,7,0,에델,고유명사 음역/관습 표기 확인
Ebed-Melech,7,yes,7,0,에벳멜렉,고유명사 음역/관습 표기 확인
Ebed,7,yes,7,0,에벳,고유명사 음역/관습 표기 확인
draw out,7,no,0,7,끌어내다/빼내다,
Doeg,7,yes,7,0,도엑,고유명사 음역/관습 표기 확인
do falsely,7,no,0,7,거짓되게 행하다,
disciple,7,no,0,7,제자,
Delilah,7,yes,7,0,들릴라,고유명사 음역/관습 표기 확인
corals,7,no,0,7,산호들,
contumely,7,no,0,7,모욕/수치,
consolation,7,no,0,7,위로/위안,
come down,7,no,0,7,내려오다,
collapse,7,no,0,7,붕괴/무너지다,
cockroach,7,no,0,7,바퀴벌레,
cobra,7,no,0,7,코브라,
cleanness,7,no,0,7,깨끗함/정결,
bundle,7,no,0,7,묶음/다발,
bristle,7,no,0,7,털이 곤두서다/뻣뻣한 털,
bread of consolation,7,no,0,7,위로의 떡,
branchy,7,no,0,7,가지가 무성한,
bore out,7,no,0,7,뚫어내다,
boiled food,7,no,0,7,삶은 음식,
blackberry bush,7,no,0,7,가시블랙베리 덤불,
black,7,no,0,7,검은/흑색,
Bigvai,7,yes,7,0,빅왜,고유명사 음역/관습 표기 확인
beryl,7,no,0,7,금록석/녹주석,
Beerothite,7,no,0,7,브에롯 사람,
bed,7,no,0,7,침상/침대,
Bebai,7,yes,7,0,브배,고유명사 음역/관습 표기 확인
be weighty,7,no,0,7,무겁다/중요하다,
be sweet,7,no,0,7,달다/달콤하다,
be leavened,7,no,0,7,발효되다/누룩이 들다,
be insolent,7,no,0,7,거만하다/건방지다,
be idle,7,no,0,7,게으르다/한가하다,
be harmful,7,no,0,7,해롭다,
be cunning,7,no,0,7,간교하다/영리하다,
Baal Peor,7,yes,7,0,바알브올,고유명사 음역/관습 표기 확인
Azrikam,7,yes,7,0,아스리감,고유명사 음역/관습 표기 확인
Azarel,7,yes,7,0,아사렐,고유명사 음역/관습 표기 확인
Ayyah,7,yes,7,0,아이야,고유명사 음역/관습 표기 확인
autumn,7,no,0,7,가을,
attentive,7,no,0,7,주의 깊은/경청하는,
Assir,7,yes,7,0,앗실,고유명사 음역/관습 표기 확인
Ashtaroth,7,yes,7,0,아스다롯,고유명사 음역/관습 표기 확인
Arpad,7,yes,7,0,알밧,고유명사 음역/관습 표기 확인
Arad,7,yes,7,0,아랏,고유명사 음역/관습 표기 확인
Ar,7,yes,7,0,알,고유명사 음역/관습 표기 확인
apple-tree,7,no,0,7,사과나무,
anguish,7,no,0,7,고뇌/비탄,
angel,7,no,0,7,천사,
Ammiel,7,yes,7,0,암미엘,고유명사 음역/관습 표기 확인
almug wood,7,no,0,7,알굽 나무/알군목,
almond-like,7,no,0,7,아몬드 같은/아몬드 모양,
almond tree,7,no,0,7,아몬드나무,
Ahio,7,yes,7,0,아히오,고유명사 음역/관습 표기 확인
Ahiezer,7,yes,7,0,아히에셀,고유명사 음역/관습 표기 확인
aged,7,no,0,7,노년의/늙은,
act of violence,7,no,0,7,폭행/강포,
Achan,7,yes,7,0,아간,고유명사 음역/관습 표기 확인
<valley>,7,yes,7,0,<골짜기>,고유명사 음역/관습 표기 확인
<Egypt>,7,yes,7,0,<이집트>,고유명사 음역/관습 표기 확인
<animal>,7,no,0,7,짐승,
Zurishaddai,6,yes,6,0,수리삿대,고유명사 음역/관습 표기 확인
Zur,6,yes,6,0,술,고유명사 음역/관습 표기 확인
Zuar,6,yes,6,0,수알,고유명사 음역/관습 표기 확인
Zohar,6,yes,6,0,소할,고유명사 음역/관습 표기 확인
Zerahiah,6,yes,6,0,스랴히야,고유명사 음역/관습 표기 확인
Zeboiim,6,yes,6,0,스보임,고유명사 음역/관습 표기 확인
yesterday evening,6,no,0,6,어젯저녁,
worn out,6,no,0,6,닳아빠진/지친,
will,6,no,0,6,의지/유언,
whispering,6,no,0,6,속삭임/속삭거리다,
wet,6,no,0,6,젖은/축축한,
weariness,6,no,0,6,피곤/권태,
washing,6,no,0,6,씻음/세정,
vinedresser,6,no,0,6,포도원지기,
Uzzah,6,yes,6,0,웃사,고유명사 음역/관습 표기 확인
Upper Egypt,6,yes,6,0,상 이집트,고유명사 음역/관습 표기 확인
underneath,6,no,0,6,아래쪽/밑에,
Tyrian,6,no,0,6,두로 사람/두로의,
twinkle,6,no,0,6,반짝이다,
turn left,6,no,0,6,왼쪽으로 돌다,
tummim,6,no,0,6,둠밈,
tree-top,6,no,0,6,나무 꼭대기,
treasury,6,no,0,6,국고/보고,
Tou,6,yes,6,0,도우,고유명사 음역/관습 표기 확인
tin,6,no,0,6,주석,
thickness,6,no,0,6,두께/빽빽함,
temple,6,no,0,6,성전/관자놀이(문맥),
Tema,6,yes,6,0,데마,고유명사 음역/관습 표기 확인
Talmon,6,yes,6,0,달몬,고유명사 음역/관습 표기 확인
swell,6,no,0,6,부풀다/부어오르다,
surface,6,no,0,6,표면/겉,
standing,6,no,0,6,서 있음/입장,
spit,6,no,0,6,침 뱉다,
spark,6,no,0,6,불꽃/불똥,
sole?,6,no,0,6,발바닥?(불확실),
snuffer,6,no,0,6,불집게,
snake,6,no,0,6,뱀,
sickle,6,no,0,6,낫,
Sibmah,6,yes,6,0,십마,고유명사 음역/관습 표기 확인
Shuhite,6,no,0,6,수아 사람,
Shua,6,yes,6,0,수아,고유명사 음역/관습 표기 확인
shrivel,6,no,0,6,쪼그라들다,
short,6,no,0,6,짧은,
shoots,6,no,0,6,싹들/새순,
Shittim,6,yes,6,0,싯딤,고유명사 음역/관습 표기 확인
Shimeah,6,yes,6,0,시므아,고유명사 음역/관습 표기 확인
Shimea,6,yes,6,0,시메아,고유명사 음역/관습 표기 확인
Sheshbazzar,6,yes,6,0,스스바살,고유명사 음역/관습 표기 확인
Sheshan,6,yes,6,0,세산,고유명사 음역/관습 표기 확인
Shemariah,6,yes,6,0,스마랴,고유명사 음역/관습 표기 확인
Shelumiel,6,yes,6,0,스루미엘,고유명사 음역/관습 표기 확인
shelter,6,no,0,6,피난처/은신처,
Shedeur,6,yes,6,0,스르디엘,고유명사 음역/관습 표기 확인
sheaf,6,no,0,6,단/곡식단,
she-gazelle,6,no,0,6,암영양,
Shammua,6,yes,6,0,삼무아,고유명사 음역/관습 표기 확인
Shamir,6,yes,6,0,사미르,고유명사 음역/관습 표기 확인
set border,6,no,0,6,경계를 정하다,
set aside,6,no,0,6,따로 떼어놓다/무효로 하다,
Serug,6,yes,6,0,스룩,고유명사 음역/관습 표기 확인
seize at heel,6,no,0,6,발꿈치를 붙잡다,
sailor,6,no,0,6,선원,
rust,6,no,0,6,녹/녹슬다,
reward,6,no,0,6,상/보상,
reviling word,6,no,0,6,모욕의 말,
Reu,6,yes,6,0,르우,고유명사 음역/관습 표기 확인
Rephidim,6,yes,6,0,르비딤,고유명사 음역/관습 표기 확인
Rephaiah,6,yes,6,0,르파야,고유명사 음역/관습 표기 확인
remitting,6,no,0,6,탕감/감면,
reliable,6,no,0,6,신뢰할 만한,
region,6,no,0,6,지역/지방,
reeling,6,no,0,6,비틀거림/비틀거리다,
recount,6,no,0,6,상세히 말하다/되풀이하여 말하다,
Rameses,6,yes,6,0,라메셋,고유명사 음역/관습 표기 확인
raisin cake,6,no,0,6,건포도 떡,
Rahab,6,yes,6,0,라합,고유명사 음역/관습 표기 확인
Raamah,6,yes,6,0,르아마,고유명사 음역/관습 표기 확인
queen of heaven,6,no,0,6,하늘의 여왕,
qiqayon,6,no,0,6,기계눈/리시누(요나의 박넝쿨 추정),
put in chains,6,no,0,6,사슬로 묶다,
push back,6,no,0,6,밀쳐내다/뒤로 밀다,
prudence,6,no,0,6,신중/지혜,
proportion,6,no,0,6,비율/비례,
prophecy,6,no,0,6,예언,
posterior,6,no,0,6,뒤쪽/후부,
poplar,6,no,0,6,포플러,
pluck off,6,no,0,6,뜯어내다/잡아뜯다,
plating,6,no,0,6,도금/판금,
Pirathonite,6,no,0,6,비라돈 사람,
Pi Hahiroth,6,yes,6,0,비하히롯,고유명사 음역/관습 표기 확인
Peor,6,yes,6,0,브올,고유명사 음역/관습 표기 확인
Pedahzur,6,yes,6,0,브다술,고유명사 음역/관습 표기 확인
Pallu,6,yes,6,0,발루,고유명사 음역/관습 표기 확인
Pagiel,6,yes,6,0,바기엘,고유명사 음역/관습 표기 확인
owl?,6,no,0,6,올빼미(불확실),
Ono,6,yes,6,0,오노,고유명사 음역/관습 표기 확인
Oholiab,6,yes,6,0,오홀리압,고유명사 음역/관습 표기 확인
Oholah,6,yes,6,0,오홀라,고유명사 음역/관습 표기 확인
Ocran,6,yes,6,0,오그란,고유명사 음역/관습 표기 확인
nurse,6,no,0,6,간호하다/유모,
Nimshi,6,yes,6,0,님시,고유명사 음역/관습 표기 확인
new-born,6,no,0,6,갓난/신생,
Nebaioth,6,yes,6,0,느바욧,고유명사 음역/관습 표기 확인
Nahath,6,yes,6,0,나핫,고유명사 음역/관습 표기 확인
Moza,6,yes,6,0,모사,고유명사 음역/관습 표기 확인
move,6,no,0,6,움직이다/옮기다,
moustache,6,no,0,6,콧수염,
miscarriage,6,no,0,6,유산,
Meshelemiah,6,yes,6,0,메셀레먀,고유명사 음역/관습 표기 확인
melt away,6,no,0,6,사라지다/녹아 없어지다,
Medeba,6,yes,6,0,메드바,고유명사 음역/관습 표기 확인
Massah,6,yes,6,0,맛사,고유명사 음역/관습 표기 확인
Marah,6,yes,6,0,마라,고유명사 음역/관습 표기 확인
Malki-Shua,6,yes,6,0,말기스아,고유명사 음역/관습 표기 확인
make signs,6,no,0,6,신호하다/표시하다,
make nest,6,no,0,6,둥지를 틀다,
make bald,6,no,0,6,머리를 밀다/대머리로 만들다,
Mahlah,6,yes,6,0,말라,고유명사 음역/관습 표기 확인
Lud,6,yes,6,0,룻드,고유명사 음역/관습 표기 확인
living,6,no,0,6,살아 있는/생계,
Libni,6,yes,6,0,립니,고유명사 음역/관습 표기 확인
knead,6,no,0,6,반죽하다,
Kimham,6,yes,6,0,김함,고유명사 음역/관습 표기 확인
Kibroth Hattaavah,6,yes,6,0,기브롯하다아와,고유명사 음역/관습 표기 확인
Kenaanah,6,yes,6,0,그나아나,고유명사 음역/관습 표기 확인
Kedorlaomer,6,yes,6,0,그돌라오멜,고유명사 음역/관습 표기 확인
judgement,6,no,0,6,판결/심판,
Joiarib,6,yes,6,0,요야립,고유명사 음역/관습 표기 확인
Joiada,6,yes,6,0,요야다,고유명사 음역/관습 표기 확인
Jashub,6,yes,6,0,야숩,고유명사 음역/관습 표기 확인
Jaazaniah,6,yes,6,0,야아사냐,고유명사 음역/관습 표기 확인
Ithrite,6,no,0,6,이뜨리 사람,
Israelite,6,no,0,6,이스라엘 사람,
Ishi,6,yes,6,0,이시,고유명사 음역/관습 표기 확인
irritation,6,no,0,6,자극/짜증,
integrity,6,no,0,6,완전함/정직,
in Aramaic,6,no,0,6,아람어로,
Imnah,6,yes,6,0,임나,고유명사 음역/관습 표기 확인
idle talk,6,no,0,6,잡담/헛된 말,
Hushathite,6,no,0,6,후사 사람,
humility,6,no,0,6,겸손,
hour,6,no,0,6,시/시간,
horrible,6,no,0,6,끔찍한/무시무시한,
Hor Haggidgad,6,yes,6,0,홀하기갓,고유명사 음역/관습 표기 확인
Hophni,6,yes,6,0,홉니,고유명사 음역/관습 표기 확인
hold,6,no,0,6,붙잡다/지니다,
high official,6,no,0,6,고관,
Helon,6,yes,6,0,헬론,고유명사 음역/관습 표기 확인
Helez,6,yes,6,0,헬레스,고유명사 음역/관습 표기 확인
hedge,6,no,0,6,울타리,
Hazar Enan,6,yes,6,0,하살에난,고유명사 음역/관습 표기 확인
Hattush,6,yes,6,0,하뚜스,고유명사 음역/관습 표기 확인
Hasshub,6,yes,6,0,핫숩,고유명사 음역/관습 표기 확인
Hashum,6,yes,6,0,하숨,고유명사 음역/관습 표기 확인
Hammedatha,6,yes,6,0,하만다다,고유명사 음역/관습 표기 확인
half-shekel,6,no,0,6,반 세겔,
Hagrite,6,no,0,6,Hagrite 사람,
Haggith,6,yes,6,0,학깃,고유명사 음역/관습 표기 확인
grow poor,6,no,0,6,가난해지다,
griddle,6,no,0,6,번철,
great number,6,no,0,6,다수,
grandsons,6,no,0,6,손자들,
Gozan,6,yes,6,0,고산,고유명사 음역/관습 표기 확인
go to right,6,no,0,6,오른쪽으로 가다,
glow,6,no,0,6,빛나다,
Gideoni,6,yes,6,0,기드오니,고유명사 음역/관습 표기 확인
Geshem,6,yes,6,0,게셈,고유명사 음역/관습 표기 확인
gera,6,no,0,6,게라,
gentle,6,no,0,6,온화한,
gecko,6,no,0,6,도마뱀붙이,
gaze,6,no,0,6,응시하다,
Gamaliel,6,yes,6,0,가말리엘,고유명사 음역/관습 표기 확인
gallery,6,no,0,6,회랑,
Galilee,6,yes,6,0,갈릴리,고유명사 음역/관습 표기 확인
furrow,6,no,0,6,이랑/밭고랑,
fold double,6,no,0,6,겹쳐 접다,
foe,6,no,0,6,적,
fodder,6,no,0,6,사료,
flint,6,no,0,6,부싯돌,
fin,6,no,0,6,지느러미,
feet-place,6,no,0,6,발판,
fat tail,6,no,0,6,기름꼬리,
evildoer,6,no,0,6,악인,
Etam,6,yes,6,0,에담,고유명사 음역/관습 표기 확인
Ephrathite,6,no,0,6,Ephrathite 사람,
Ephrath,6,yes,6,0,에프랏,고유명사 음역/관습 표기 확인
enwrap,6,no,0,6,감싸다,
ensnare,6,no,0,6,올무에 걸다,
enmity,6,no,0,6,적의,
encompass,6,no,0,6,에워싸다,
Enan,6,yes,6,0,에난,고유명사 음역/관습 표기 확인
Elon,6,yes,6,0,엘론,고유명사 음역/관습 표기 확인
Elizur,6,yes,6,0,엘리술,고유명사 음역/관습 표기 확인
Elealeh,6,yes,6,0,엘르알레,고유명사 음역/관습 표기 확인
elder,6,no,0,6,장로,
duration of life,6,no,0,6,수명,
dregs,6,no,0,6,찌꺼기,
drawer,6,no,0,6,서랍,
drag,6,no,0,6,끌다,
double,6,no,0,6,두 배,
Dodo,6,yes,6,0,도도,고유명사 음역/관습 표기 확인
disquieting thoughts,6,no,0,6,불안한 생각들,
Dishan,6,yes,6,0,디산,고유명사 음역/관습 표기 확인
depths,6,no,0,6,깊은 곳들,
deposit,6,no,0,6,보증금,
defeat,6,no,0,6,패배,
deceitfulness,6,no,0,6,거짓됨,
Danite,6,no,0,6,Danite 사람,
crushed,6,no,0,6,짓눌린,
convulsion,6,no,0,6,경련,
claim interest,6,no,0,6,이자 청구,
ceasing,6,no,0,6,그침,
cause,6,no,0,6,원인,
casting,6,no,0,6,주조,
canal,6,no,0,6,수로,
burst forth,6,no,0,6,터져 나오다,
Bukki,6,yes,6,0,북기,고유명사 음역/관습 표기 확인
brother's widow,6,no,0,6,형제의 과부,
breaker,6,no,0,6,파괴자,
boasting,6,no,0,6,자랑,
Bildad,6,yes,6,0,빌닷,고유명사 음역/관습 표기 확인
bend,6,no,0,6,구부리다,
Beker,6,yes,6,0,베겔,고유명사 음역/관습 표기 확인
Beeroth,6,yes,6,0,브에롯,고유명사 음역/관습 표기 확인
become,6,no,0,6,되다,
"beaten, pure",6,no,0,6,두들긴/순수한,
beat off,6,no,0,6,물리치다/떼어내다,
bearer,6,no,0,6,운반자/들어 나르는 자,
be vain,6,no,0,6,헛되다,
be special,6,no,0,6,특별하다,
be separate,6,no,0,6,구별되다/분리되다,
be kindled,6,no,0,6,타오르다/붙다,
be fat,6,no,0,6,살찌다/기름지다,
be embittered,6,no,0,6,쓰라리다/원망하다,
be blind,6,no,0,6,눈멀다/보지 못하다,
be at ease,6,no,0,6,평안하다/안락하다,
bald,6,no,0,6,대머리/벗어진,
baka-shrub,6,no,0,6,박하/발삼나무류,
Bahurim,6,yes,6,0,바후림,고유명사 음역/관습 표기 확인
Baalath,6,yes,6,0,바알랏,고유명사 음역/관습 표기 확인
Baalah,6,yes,6,0,바알라,고유명사 음역/관습 표기 확인
